,Unnamed: 0,ID,ProdID,Rating,ReviewCount,Category,Brand,Name,ImageURL,Description,Tags
57,58,20030,43,5.0,1.0,"personal, care, bath, body, body, lotions, creams",humco,"Purina Tidy Cats Low Dust, Clumping Cat Litter Odor Control, LightWeight Free and Clean Unscented, Multi Cat Litter - 17 Lb. Box",https://m.media-amazon.com/images/I/71FOFjI4j5L._AC_SL1500_.jpg,"humco, glycerin, skin, protectant, 16, oz, helps, prevent, temporarily, protects, chafed, chapped, cracked, windburned, skin, lips, pure, natural, skin, softener, skin, soak, aromatherapy, bath, preserves, leaves, flowers, website, package, find, helpful, hints, learn, prevent, temporarily, protects, chafed, chapped, cracked, windburned, skin, lips, pure, natural, skin, softener, skin, soak, aromatherapy, bath, preserves, leaves, flowers, website, package, find, helpful, hints, learn, glycerin, anhydrous","personal, care, bath, body, body, lotions, creams, humco, humco, glycerin, skin, protectant, 16, oz, helps, prevent, temporarily, protects, chafed, chapped, cracked, windburned, skin, lips, pure, natural, skin, softener, skin, soak, aromatherapy, bath, preserves, leaves, flowers, website, package, find, helpful, hints, learn, prevent, temporarily, protects, chafed, chapped, cracked, windburned, skin, lips, pure, natural, skin, softener, skin, soak, aromatherapy, bath, preserves, leaves, flowers, website, package, find, helpful, hints, learn, glycerin, anhydrous"
58,59,919822,8,0.0,0.0,"premium, beauty, premium, facial, skincare, premium, face, moisturizers","dr, hauschka","PetSafe Nylon Dog Leash – Strong, Durable, Traditional Style Leash with Easy to Use Bolt Snap for Small, Medium and Large Dogs - 3/4 in. x 6 ft., Raspberry",https://m.media-amazon.com/images/I/81Dv73kPWXL._AC_SL1500_.jpg,,"premium, beauty, premium, facial, skincare, premium, face, moisturizers, dr, hauschka, "
59,60,11290790,5720859,4.3,44.0,"beauty, hair, care, shampoo, ogx, shampoos",ogx,"COOLAROO The Original Cooling Elevated Dog Bed, Indoor and Outdoor, Large, Grey",https://m.media-amazon.com/images/I/51aUDuP2ABL._AC_SL1500_.jpg,"ogxâ, shampoo, orchid, oil, uva, uvb, sun, filters, protect, color, treated, tresses, high, potency, blend, orchid, extract, grape, seed, oil, helps, slow, premature, fading, lock, color, moisturize, replenish, strands, multi, faceted, tones, salon, perfect, color, lasts, product, tested, animals, ogx, fade, defying, orchid, oil, shampoo, 13, oz","beauty, hair, care, shampoo, ogx, shampoos, ogx, ogxâ, shampoo, orchid, oil, uva, uvb, sun, filters, protect, color, treated, tresses, high, potency, blend, orchid, extract, grape, seed, oil, helps, slow, premature, fading, lock, color, moisturize, replenish, strands, multi, faceted, tones, salon, perfect, color, lasts, product, tested, animals, ogx, fade, defying, orchid, oil, shampoo, 13, oz"
60,61,28,14,4.3,713.0,"beauty, beauty, brands, covergirl, covergirl, lipstick",covergirl,"More Than Gourmet Classic French Demi Glace, Veal, 1.5 Oz",https://m.media-amazon.com/images/I/61BlwY7XWLL._SL1000_.jpg,"classic, colorlicious, lipstick, bigger, better, new, exhibitionist, cream, lipstick, comes, 48, shades, nt, help, crave, deliciously, rich, lipstick, infused, shea, butter, lasting, color, try, hues, indulgent, finishes, cream, demi, matte, metallic, lips, thank","beauty, beauty, brands, covergirl, covergirl, lipstick, covergirl, classic, colorlicious, lipstick, bigger, better, new, exhibitionist, cream, lipstick, comes, 48, shades, nt, help, crave, deliciously, rich, lipstick, infused, shea, butter, lasting, color, try, hues, indulgent, finishes, cream, demi, matte, metallic, lips, thank"
61,62,9350,1545,4.3,6.0,"household, essentials, cleaning, supplies, cleaning, tools, sponges, scrubbers, household, essentials, cleaning, supplies, cleaning, tools, sponges, scrubbers","scotch, brite","Frito Lay Doritos & Cheetos Mix Variety Pack, (Pack of 40)",https://m.media-amazon.com/images/I/81yuHuLu5oL._SL1500_.jpg,"date, information, recommend, visit, manufacturer, website, best, product, details, including, ingredients, hazards, directions, warnings, product, offering, 5, retail, package, product, scotch, brite, pack, 5, date, information, recommend, visit, manufacturer, website, best, product, details, including, ingredients, hazards, directions, warnings, product, offering, 5, retail, package, product, scotch, brite, pack, 5","household, essentials, cleaning, supplies, cleaning, tools, sponges, scrubbers, household, essentials, cleaning, supplies, cleaning, tools, sponges, scrubbers, scotch, brite, date, information, recommend, visit, manufacturer, website, best, product, details, including, ingredients, hazards, directions, warnings, product, offering, 5, retail, package, product, scotch, brite, pack, 5, date, information, recommend, visit, manufacturer, website, best, product, details, including, ingredients, hazards, directions, warnings, product, offering, 5, retail, package, product, scotch, brite, pack, 5"
62,63,79,54,0.0,5.0,"health, sports, medicine, injury, recovery, solution, increase, mobility",sportuli,KONG Shakers Honkers Dragon Plush Dog Toy (Large),https://m.media-amazon.com/images/I/51ooBookNPL._AC_SL1000_.jpg,"features, high, quality, nylon, cotton, diving, cloth, material, precision, machining, characteristics, strong, comfortable, durable, long, service, life, training, belt, zinc, alloy, buckle, design, ensure, form, connection, safety, durable, training, time, band, different, stretches, poses, gluteus, muscles, quadriceps, biceps, triceps, great, static, dynamic, stretching, reducing, risk, injury, gradually, stretching, lengthening, muscles, easy, use, leg, stretcher, improve, leg, flexibility, balance, range, motion, natural, body, position, safe, effective, way, resistance, training, wlastic, training, belt, suitable, ballet, dance, yoga, gym, split, training, etc, specifications, material, nylon, cotton, color, black, sky, blue, rose, red, gray, purple, red, size, ring, length, 25, belt, length, width, thickness, 2, theme, sports, sport, type, dance, ballet, gymnastics, yoga, pilate, use, scope, girls, kids, children, adult, women, ladies, features, portable, durable, lightweight, gender, women, package, included, 1x, training, belt, note, 1, computers, display, colors, differently, color, vary, slightly, images, thanks, understanding, 2, manual, measured, allow, 2, 4, mm, error, 3, questions, feel, free, contact, reply, soon, possible, help, solve, high, quality, nylon, cotton, diving, cloth, material, precision, machining, characteristics, strong, comfortable, durable, long, service, life, training, belt, zinc, alloy, buckle, design, ensure, form, connection, safety, durable, training, time, belt, length, width, thickness, 2, sport, type, dance, ballet, gymnastics, yoga, pilate","health, sports, medicine, injury, recovery, solution, increase, mobility, sportuli, features, high, quality, nylon, cotton, diving, cloth, material, precision, machining, characteristics, strong, comfortable, durable, long, service, life, training, belt, zinc, alloy, buckle, design, ensure, form, connection, safety, durable, training, time, band, different, stretches, poses, gluteus, muscles, quadriceps, biceps, triceps, great, static, dynamic, stretching, reducing, risk, injury, gradually, stretching, lengthening, muscles, easy, use, leg, stretcher, improve, leg, flexibility, balance, range, motion, natural, body, position, safe, effective, way, resistance, training, wlastic, training, belt, suitable, ballet, dance, yoga, gym, split, training, etc, specifications, material, nylon, cotton, color, black, sky, blue, rose, red, gray, purple, red, size, ring, length, 25, belt, length, width, thickness, 2, theme, sports, sport, type, dance, ballet, gymnastics, yoga, pilate, use, scope, girls, kids, children, adult, women, ladies, features, portable, durable, lightweight, gender, women, package, included, 1x, training, belt, note, 1, computers, display, colors, differently, color, vary, slightly, images, thanks, understanding, 2, manual, measured, allow, 2, 4, mm, error, 3, questions, feel, free, contact, reply, soon, possible, help, solve, high, quality, nylon, cotton, diving, cloth, material, precision, machining, characteristics, strong, comfortable, durable, long, service, life, training, belt, zinc, alloy, buckle, design, ensure, form, connection, safety, durable, training, time, belt, length, width, thickness, 2, sport, type, dance, ballet, gymnastics, yoga, pilate"
63,64,7092,1,4.2,741.0,"beauty, makeup, face, makeup, foundation, neutrogena, foundation, deep, shades",neutrogena,"Nylabone Power Play Shake-a-Toss Interactive Play Toy, Fetch Toy for Dogs, Large (1 Count)",https://m.media-amazon.com/images/I/81gn3xrZyzL._AC_SL1500_.jpg,"create, natural, breathable, look, feel, neutrogena, skinclearing, oil, free, acne, fighting, foundation, makeup, formulated, acne, prone, skin, liquid, makeup, foundation, microclear, technology, treats, blemishes, helps, prevent, emerging, acne, breakouts, clearer, skin, microclear, technology, boosts, power, salicylic, acid, acne, medicine, breaking, oil, unclogging, pores, fast, acne, relief, developed, dermatologists, oil, free, liquid, foundation, formula, controls, shine, wo, nt, clog, pores, provides, natural, coverage, acne, prone, skin, hypoallergenic, non, comedogenic, acne, fighting, liquid, oil, free, foundation, salicylic, acid, acne, medicine, provides, natural, breathable, coverage, designed, acne, prone, skin, liquid, foundation, controls, shine, helps, treat, prevent, acne, breakouts, liquid, foundation, microclear, acne, fighting, technology, microclear, technology, quickly, unclogs, pores, boosts, power, salicylic, acid, salicylic, acid, acne, medicine, provides, fast, acne, relief, helps, fight, breakouts, liquid, acne, fighting, foundation, oil, free, hypoallergenic, non, comedogenic, developed, dermatologists, designed, acne, prone, skin","beauty, makeup, face, makeup, foundation, neutrogena, foundation, deep, shades, neutrogena, create, natural, breathable, look, feel, neutrogena, skinclearing, oil, free, acne, fighting, foundation, makeup, formulated, acne, prone, skin, liquid, makeup, foundation, microclear, technology, treats, blemishes, helps, prevent, emerging, acne, breakouts, clearer, skin, microclear, technology, boosts, power, salicylic, acid, acne, medicine, breaking, oil, unclogging, pores, fast, acne, relief, developed, dermatologists, oil, free, liquid, foundation, formula, controls, shine, wo, nt, clog, pores, provides, natural, coverage, acne, prone, skin, hypoallergenic, non, comedogenic, acne, fighting, liquid, oil, free, foundation, salicylic, acid, acne, medicine, provides, natural, breathable, coverage, designed, acne, prone, skin, liquid, foundation, controls, shine, helps, treat, prevent, acne, breakouts, liquid, foundation, microclear, acne, fighting, technology, microclear, technology, quickly, unclogs, pores, boosts, power, salicylic, acid, salicylic, acid, acne, medicine, provides, fast, acne, relief, helps, fight, breakouts, liquid, acne, fighting, foundation, oil, free, hypoallergenic, non, comedogenic, developed, dermatologists, designed, acne, prone, skin"
64,65,57,77655,0.0,2.0,"sports, outdoors, exercise, fitness, yoga, yoga, blocks","sivan, health, fitness",2PCS Rhinestone Self Stick Note Pad Holders 3 x 3 Inches Post It Note Dispenser Desk Pop up Sticky Notes Container Dispenser for Office Home Classroom Supplies(Pink),https://m.media-amazon.com/images/I/71JpysJDzhL._AC_SL1500_.jpg,"thick, protect, knees, joints, allowing, grip, floor, balance, non, skid, ridges, ensure, mat, slips, use, extra, large, dimensions, 71, x, 24, ensure, complete, comfort, people, shapes, durable, long, lasting, nbr, foam, mat, ideal, types, yoga, especially, restorative, poses, additionally, mat, features, integrated, carry, strap, convenience, wipes, quickly, easily, package, includes, nbr, yoga, 2, yoga, 1, yoga, mat, 1, yoga, hand, 1, yoga, strap, ultra, thick, yoga, mat, specially, designed, memory, foam, ribbed, surface, smooth, surface, non, slip, surface, grips, floor, prevent, injuries, features, integrated, carry, strap, provide, support, balance, durable, foam, yoga, blocks, deepen, stretch, ft, yoga, strap, allows, better, extension, body, yoga, towels, designed, microfiber, technology, prime, absorption, provide, slip, resistant, sweat, free, workouts, great, yoga, pilates, stretching, toning, workouts, long, wide, yoga, mat, ensures, comfort, people, shapes, sizes","sports, outdoors, exercise, fitness, yoga, yoga, blocks, sivan, health, fitness, thick, protect, knees, joints, allowing, grip, floor, balance, non, skid, ridges, ensure, mat, slips, use, extra, large, dimensions, 71, x, 24, ensure, complete, comfort, people, shapes, durable, long, lasting, nbr, foam, mat, ideal, types, yoga, especially, restorative, poses, additionally, mat, features, integrated, carry, strap, convenience, wipes, quickly, easily, package, includes, nbr, yoga, 2, yoga, 1, yoga, mat, 1, yoga, hand, 1, yoga, strap, ultra, thick, yoga, mat, specially, designed, memory, foam, ribbed, surface, smooth, surface, non, slip, surface, grips, floor, prevent, injuries, features, integrated, carry, strap, provide, support, balance, durable, foam, yoga, blocks, deepen, stretch, ft, yoga, strap, allows, better, extension, body, yoga, towels, designed, microfiber, technology, prime, absorption, provide, slip, resistant, sweat, free, workouts, great, yoga, pilates, stretching, toning, workouts, long, wide, yoga, mat, ensures, comfort, people, shapes, sizes"
65,66,60,4,4.7,101.0,"personal, care, oral, care, denture, adhesive",fixodent,Airline Approved Expandable Premium Pet Carrier on Wheels- Two Sided Rolling Carrier- Designed for Dogs & Cats- Extra Spacious Soft Lined Carrier! (Black) (RL-PET-CARRIER-WHEELS),https://m.media-amazon.com/images/I/71Ahc5EEmmL._AC_SL1500_.jpg,"fixodent, gives, power, 1, dentist, recommended, denture, adhesive, brand, data, file, helps, prevent, slipping, helps, food, getting, dentures, gums, great, plate, partial, dentures, fixodent, complete, free, denture, adhesive, cream, oz, strong, day, hold, satisfaction, guaranteed, powerful, seal, helps, prevent, food, getting, dentures, gums, helps, prevent, gum, soreness, comfortable, denture, fit, 1, dentist, recommended, denture, adhesive, brand, recommend, brands, adhesive, great, partial, plate, denture, wearers","personal, care, oral, care, denture, adhesive, fixodent, fixodent, gives, power, 1, dentist, recommended, denture, adhesive, brand, data, file, helps, prevent, slipping, helps, food, getting, dentures, gums, great, plate, partial, dentures, fixodent, complete, free, denture, adhesive, cream, oz, strong, day, hold, satisfaction, guaranteed, powerful, seal, helps, prevent, food, getting, dentures, gums, helps, prevent, gum, soreness, comfortable, denture, fit, 1, dentist, recommended, denture, adhesive, brand, recommend, brands, adhesive, great, partial, plate, denture, wearers"
66,67,2071,9,4.2,66.0,"beauty, hair, care, shampoo, shampoo","herbal, essences","Lipton Unsweetened Iced Tea Bags, Family Size Tea Bags, 144 Total Tea Bags (24ct - Pack of 6)",https://m.media-amazon.com/images/I/81+2v6iMc9L._SL1500_.jpg,"deeply, clean, hydrate, thirsty, strands, herbal, essences, hello, hydration, 2in1, moisturizing, shampoo, conditioner, creamy, notes, coconut, color, safe, ph, balanced, moisturizing, 2, zero, parabens, gluten, mineral, oil, herbal, essences, hello, hydration, 2, 1, moisturizing, shampoo, conditioner, fl, oz, herbal, essences, hello, hydration, 2in1, shampoo, conditioner, parabens, gluten, mineral, oil, creamy, notes, coconut, essences, delivers, rich, hydration, parched, strands, deep, moisture, collection, smooths, nourishes, thirsty, hair, gentle, daily, use, color, safe, ph, balanced","beauty, hair, care, shampoo, shampoo, herbal, essences, deeply, clean, hydrate, thirsty, strands, herbal, essences, hello, hydration, 2in1, moisturizing, shampoo, conditioner, creamy, notes, coconut, color, safe, ph, balanced, moisturizing, 2, zero, parabens, gluten, mineral, oil, herbal, essences, hello, hydration, 2, 1, moisturizing, shampoo, conditioner, fl, oz, herbal, essences, hello, hydration, 2in1, shampoo, conditioner, parabens, gluten, mineral, oil, creamy, notes, coconut, essences, delivers, rich, hydration, parched, strands, deep, moisture, collection, smooths, nourishes, thirsty, hair, gentle, daily, use, color, safe, ph, balanced"
67,68,57,4,4.6,5.0,"health, foot, care, tinactin, tinactin, creams, powder",tinactin,Pioneer Pet Pump Replacement for Smartcat Fountains,https://m.media-amazon.com/images/I/61FE+RwywQS._AC_SL1000_.jpg,"effective, affordable, tinactin, athletes, foot, cream, provides, relief, itching, burning, cracking, skin, caused, tinea, pedis, tinea, corporis, suffer, athletes, foot, ringworm, tinactin, goes, smoothly, easily, rub, odorless, cream, treatment, athletes, foot, contains, 1, tolnaftate, proven, clinically, effective, treatment, athletes, foot, tinactin, helps, prevent, recurring, daily, choose, tougher, fungus, antifungal, power, tinactin, tinactin, athletes, foot, antifungal, treatment, cream, ounce, tube, relieves, itchy, skin, fast, tinactin, antifungal, cream, athletes, foot, fungus, effectively, relieves, itching, burning, cracking, cures, prevents, tinactin, proven, clinically, effective, treatment, athletes, foot, helps, prevent, recurring, daily, directed, contains, tolnaftate, 1, choose, fungus, treatment, ingredient, relieve, itchy, skin, tinea, pedis, athletes, foot, fungal, infection, easy, apply, odorless, aid, cream, treatment, athletes, foot, goes, smoothly, nt, stain, nt, rub, clothes, treats, ringworm, tinactin, athletes, foot, cream, tackles, tinea, pedis, treats, tinea, corporis, commonly, known, ringworm","health, foot, care, tinactin, tinactin, creams, powder, tinactin, effective, affordable, tinactin, athletes, foot, cream, provides, relief, itching, burning, cracking, skin, caused, tinea, pedis, tinea, corporis, suffer, athletes, foot, ringworm, tinactin, goes, smoothly, easily, rub, odorless, cream, treatment, athletes, foot, contains, 1, tolnaftate, proven, clinically, effective, treatment, athletes, foot, tinactin, helps, prevent, recurring, daily, choose, tougher, fungus, antifungal, power, tinactin, tinactin, athletes, foot, antifungal, treatment, cream, ounce, tube, relieves, itchy, skin, fast, tinactin, antifungal, cream, athletes, foot, fungus, effectively, relieves, itching, burning, cracking, cures, prevents, tinactin, proven, clinically, effective, treatment, athletes, foot, helps, prevent, recurring, daily, directed, contains, tolnaftate, 1, choose, fungus, treatment, ingredient, relieve, itchy, skin, tinea, pedis, athletes, foot, fungal, infection, easy, apply, odorless, aid, cream, treatment, athletes, foot, goes, smoothly, nt, stain, nt, rub, clothes, treats, ringworm, tinactin, athletes, foot, cream, tackles, tinea, pedis, treats, tinea, corporis, commonly, known, ringworm"
68,69,-2147483648,1,5.0,1.0,"beauty, curl, shop, coily, hair, products","design, essentials",Pioneer Pet Pump Replacement for Smartcat Fountains,https://m.media-amazon.com/images/I/61FE+RwywQS._AC_SL1000_.jpg,"natural, coconut, monoi, curl, enhancing, dual, hydration, milk, 2in1, daily, moisture, infusion, maximum, hydration, definition, shine, dull, dry, thirsty, hair, coconut, monoi, curl, enhancing, dual, hydration, milk, energizes, waves, curls, coils, body, shine, product, features, sunflower, marula, oil, 2in1, daily, moisture, infusion, maximum, hydration, definition, shine, dull, dry, thirsty, hair, parabens, paraffins, petrolatum, phthalates, gluten, tested, animals, mcbride, research, laboratories, inc, box, 360254, decatur, ga, 30035, usa","beauty, curl, shop, coily, hair, products, design, essentials, natural, coconut, monoi, curl, enhancing, dual, hydration, milk, 2in1, daily, moisture, infusion, maximum, hydration, definition, shine, dull, dry, thirsty, hair, coconut, monoi, curl, enhancing, dual, hydration, milk, energizes, waves, curls, coils, body, shine, product, features, sunflower, marula, oil, 2in1, daily, moisture, infusion, maximum, hydration, definition, shine, dull, dry, thirsty, hair, parabens, paraffins, petrolatum, phthalates, gluten, tested, animals, mcbride, research, laboratories, inc, box, 360254, decatur, ga, 30035, usa"
69,70,7495,2,0.0,1860.0,"beauty, hair, care, hair, color, hair, bleach",paris,Starmark Everlasting Treat Bento Ball Tough Dog Chew Toy Large,https://m.media-amazon.com/images/I/71BKjqeijPL._AC_SL1500_.jpg,"light, blonde, bleached, hair, colorista, sem, permanent, hair, color, allows, play, color, way, customize, look, transform, style, choose, favorite, loreal, paris, colorista, shades, like, pink, blue, purple, mix, clear, mixer, create, custom, pastels, colorista, ammonia, free, hair, color, gradually, fades, shampooing, play, visible, results, apply, light, blonde, bleached, hair, loreal, paris, colorista, semi, permanent, hair, color, light, bleached, blondes, lime, green, 1, kit, colorista, semi, permanent, hair, color, light, blonde, bleached, hair, hair, color, created, pure, direct, dyes, conditioning, hair, mask, ammonia, peroxide, vegan, animal, derived, ingredients, byproducts","beauty, hair, care, hair, color, hair, bleach, paris, light, blonde, bleached, hair, colorista, sem, permanent, hair, color, allows, play, color, way, customize, look, transform, style, choose, favorite, loreal, paris, colorista, shades, like, pink, blue, purple, mix, clear, mixer, create, custom, pastels, colorista, ammonia, free, hair, color, gradually, fades, shampooing, play, visible, results, apply, light, blonde, bleached, hair, loreal, paris, colorista, semi, permanent, hair, color, light, bleached, blondes, lime, green, 1, kit, colorista, semi, permanent, hair, color, light, blonde, bleached, hair, hair, color, created, pure, direct, dyes, conditioning, hair, mask, ammonia, peroxide, vegan, animal, derived, ingredients, byproducts"
70,71,2,24580,0.0,25.0,"premium, beauty, premium, facial, skincare, premium, facial, treatments, serums","la, roche, posay",Sid Meier's Civilization III: Complete [Online Game Code],https://m.media-amazon.com/images/I/81s9XcdQFqL._SL1500_.jpg,,"premium, beauty, premium, facial, skincare, premium, facial, treatments, serums, la, roche, posay, "
71,72,8273,97,3.4,978.0,"beauty, hair, care, hair, color, blue, hair, dye",paris,Tetra Whisper Air Pump,https://m.media-amazon.com/images/I/81UXy199QvL._AC_SL1500_.jpg,"loreal, paris, colorista, spray, lets, play, color, new, way, temporary, hair, color, spray, allows, instantly, bold, looks, want, want, commitment, color, spray, hair, 1, day, kind, hair, spray, play, wash, repeat, shade, formulated, allow, vivid, color, hair, types, bleach, required, break, routine, start, exploring, style, colorista, sprays, use, colorista, 1, day, hair, color, spray, hair, types, colors, temporary, hair, color, pure, pigments, quick, spray, application, color, visible, dries, shade, formulated, allow, vivid, temporary, color, bleach, required","beauty, hair, care, hair, color, blue, hair, dye, paris, loreal, paris, colorista, spray, lets, play, color, new, way, temporary, hair, color, spray, allows, instantly, bold, looks, want, want, commitment, color, spray, hair, 1, day, kind, hair, spray, play, wash, repeat, shade, formulated, allow, vivid, color, hair, types, bleach, required, break, routine, start, exploring, style, colorista, sprays, use, colorista, 1, day, hair, color, spray, hair, types, colors, temporary, hair, color, pure, pigments, quick, spray, application, color, visible, dries, shade, formulated, allow, vivid, temporary, color, bleach, required"
72,73,3,7,0.0,57.0,"home, appliances, vacuums, steamers, floor, care, vacuum, parts",resolve,Tetra Whisper Air Pump,https://m.media-amazon.com/images/I/81UXy199QvL._AC_SL1500_.jpg,,"home, appliances, vacuums, steamers, floor, care, vacuum, parts, resolve, "
73,74,22,4983,0.0,4.0,"personal, care, shaving, shaving, cream, women, shaving, cream",coochy,"Bowsers Artisan Diner Double Dog Feeder - Handcrafted Rubberwood Frame with Square Ceramic Bowls Feeder for Dogs - Walnut, Small, 15"" x 7"" x 4""",https://m.media-amazon.com/images/I/61Pzr7KA5VL._AC_SL1500_.jpg,"coochy, rash, free, shave, crème, formulated, jojoba, plus, skin, hair, conditioning, agents, extra, smooth, rash, free, shave, time, coochy, softens, hair, razor, cut, pulling, leaving, clean, smooth, rash, free, shave, coochy, safe, use, body, including, legs, arms, underarms, intimate, areas, head, face, leaves, skin, smooth, irresistible, touch, dermatologist, tested, ideal, sensitive, skin, paraben, gluten, free, formula, feel, fresh, frisky, day, long, gentle, sensitive, areas, body, red, bumps, prevents, irritating, spots, appearing, unisex, ideal, shave, cream, men, women","personal, care, shaving, shaving, cream, women, shaving, cream, coochy, coochy, rash, free, shave, crème, formulated, jojoba, plus, skin, hair, conditioning, agents, extra, smooth, rash, free, shave, time, coochy, softens, hair, razor, cut, pulling, leaving, clean, smooth, rash, free, shave, coochy, safe, use, body, including, legs, arms, underarms, intimate, areas, head, face, leaves, skin, smooth, irresistible, touch, dermatologist, tested, ideal, sensitive, skin, paraben, gluten, free, formula, feel, fresh, frisky, day, long, gentle, sensitive, areas, body, red, bumps, prevents, irritating, spots, appearing, unisex, ideal, shave, cream, men, women"
74,75,28,801676,0.0,6.0,"premium, beauty, premium, men, grooming, premium, hair, care","gibs, grooming","Oh Boy! Oberto Classics Thin Style Original Beef Jerky, 1.2 Ounce (Pack of 8)",https://m.media-amazon.com/images/I/81-sdqn3yXL._SL1500_.jpg,,"premium, beauty, premium, men, grooming, premium, hair, care, gibs, grooming, "
75,76,1655,421,0.0,9.0,"beauty, beauty, brands, makeup",paris,"Core Prime Case, Mstechcorp [Dual Layer] [Shockproof] Armor Hybrid Defender Anti-Drop Rugged Premium Protective Case Cover Fit for Samsung Galaxy Core Prime - Includes Accessories",https://m.media-amazon.com/images/I/81r5mjty9SL._AC_SL1500_.jpg,"bare, naturale, mineral, glow, pink, 426, oz, oz, g, new, york, ny, 10017, mineral, glow, pink, glow, 426, usa","beauty, beauty, brands, makeup, paris, bare, naturale, mineral, glow, pink, 426, oz, oz, g, new, york, ny, 10017, mineral, glow, pink, glow, 426, usa"
76,77,4,15638,4.0,85.0,"household, essentials, cleaning, supplies, purpose, cleaners","turtle, wax","Little Dipper Dog Bath Tub and Wash Station for Bathing Shower and Grooming, Elevated Foldable and Portable, Indoor and Outdoor, for Small and Medium Size Dogs, Cats and Other Pet (Gray)",https://m.media-amazon.com/images/I/91SwNCxfl8S._AC_SL1500_.jpg,"inside, vehicle, smelling, good, spotless, turtle, wax, upholstery, cleaner, features, detachable, micro, scrub, brush, cap, gentle, bristles, remove, stubborn, stains, fabric, oxy, upholstery, cleaner, professional, strength, formula, includes, odor, x, technology, help, remove, smells, caused, pets, cigarette, smoke, food, mildew, turtle, wax, 50798, power, upholstery, cleaner, protector, 18, oz, product, features, includes, removable, scrub, brush, designed, remove, dirt, lint, upholstery, scrub, brush, easily, navigates, car, seats, deep, cleaning, foam, infused, oxy, cleaners, professional, strength, cleaning, safe, effective, light, dark, upholstery, cars, trucks, houses, boats, exclusive, odor, x, technology, removes, odors, molecular, level, leave, car, feeling, fresh, removes, odor, left, smoke, pets, food, tough, stains, spot, removal, allow, minute, foam, dwell, stained, areas, scrubbing, repeat, application, needed, resolve, set, stains, size, 18, oz","household, essentials, cleaning, supplies, purpose, cleaners, turtle, wax, inside, vehicle, smelling, good, spotless, turtle, wax, upholstery, cleaner, features, detachable, micro, scrub, brush, cap, gentle, bristles, remove, stubborn, stains, fabric, oxy, upholstery, cleaner, professional, strength, formula, includes, odor, x, technology, help, remove, smells, caused, pets, cigarette, smoke, food, mildew, turtle, wax, 50798, power, upholstery, cleaner, protector, 18, oz, product, features, includes, removable, scrub, brush, designed, remove, dirt, lint, upholstery, scrub, brush, easily, navigates, car, seats, deep, cleaning, foam, infused, oxy, cleaners, professional, strength, cleaning, safe, effective, light, dark, upholstery, cars, trucks, houses, boats, exclusive, odor, x, technology, removes, odors, molecular, level, leave, car, feeling, fresh, removes, odor, left, smoke, pets, food, tough, stains, spot, removal, allow, minute, foam, dwell, stained, areas, scrubbing, repeat, application, needed, resolve, set, stains, size, 18, oz"
77,78,8501353,1,4.8,28.0,"premium, beauty, premium, fragrance, premium, cologne","paul, sebastian",The Evil Within - PC,https://m.media-amazon.com/images/I/81QMH3DnvFL._SL1500_.jpg,,"premium, beauty, premium, fragrance, premium, cologne, paul, sebastian, "
78,79,97,0,5.0,2.0,"beauty, skin, care, lip, balms, conditioners, tinted, lip, balm",rimmel,"Short Micro USB Cable 1ft, 5 Pack Android Micro USB Cable Standard 2.0 USB A to Micro USB Charger Cord Micro B Android Charging Cable for Samsung Galaxy S7 J7 HTC LG Kindle and Charging Station",https://m.media-amazon.com/images/I/61pzk3zKMGL._SL1500_.jpg,"rimmel, colour, rush, lasting, finish, colour, balm, 210, boom, chic, boom, oz","beauty, skin, care, lip, balms, conditioners, tinted, lip, balm, rimmel, rimmel, colour, rush, lasting, finish, colour, balm, 210, boom, chic, boom, oz"
